FormatVersion,v1.0
Disclaimer,This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/
Publication Date,2026-04-22T19:42:03Z
Version,20260422194203
OfferCode,AmazonDatabaseSavingsPlans
SKU,RateCode,Unit,EffectiveDate,DiscountedRate,Currency,DiscountedSKU,DiscountedServiceCode,DiscountedUsageType,DiscountedOperation,PurchaseOption,LeaseContractLength,LeaseContractLengthUnit,ServiceCode,UsageType,Operation,Description,Instance Family,Location,Location Type,Granularity,Product Family,DiscountedRegionCode,DiscountedInstanceType
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.5URMMZYZAX2NMHY8,DCU-Hr,2026-04-20T21:53:43Z,0.0654500000,USD,5URMMZYZAX2NMHY8,AmazonDocDB,APS5-DocumentDB:ServerlessUsage,CreateDBInstance:0023,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.62FWR6CGG45TEK3Q,Hrs,2026-04-20T21:53:43Z,0.7680000000,USD,62FWR6CGG45TEK3Q,AmazonRDS,APS5-Multi-AZUsage:db.m8g.xl,CreateDBInstance:0002,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,M8G
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.62UJNYD67Q4ZXNAC,Hrs,2026-04-20T21:53:43Z,0.848,USD,62UJNYD67Q4ZXNAC,AmazonRDS,APS5-InstanceUsage:db.m8i.2xl,CreateDBInstance:0005,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,db.m8i.2xlarge
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.62Z2HRNN5WF6TQTN,Hrs,2026-04-20T21:53:43Z,0.3833600000,USD,62Z2HRNN5WF6TQTN,AmazonRDS,APS5-InstanceUsage:db.m7g.xl,CreateDBInstance:0014,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,M7G
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.63KXWS8B6ES4HWC3,Hrs,2026-04-20T21:53:43Z,1.0000000000,USD,63KXWS8B6ES4HWC3,AmazonRDS,APS5-InstanceUsage:db.r7g.2xl,CreateDBInstance:0016,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,R7G
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.66CETM8R8QWXX23Z,Hrs,2026-04-20T21:53:43Z,8.448,USD,66CETM8R8QWXX23Z,AmazonRDS,APS5-InstanceUsage:db.r7i.16xl,CreateDBInstance:0016,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,db.r7i.16xlarge
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.66KKRC9WDTUVSND5,Hrs,2026-04-20T21:53:43Z,3.648,USD,66KKRC9WDTUVSND5,AmazonRDS,APS5-Multi-AZUsage:db.r7i.4xl,CreateDBInstance:0019,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,db.r7i.4xlarge
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.6AFB6BXJYC6TSUNB,Hrs,2026-04-20T21:53:43Z,4.6080000000,USD,6AFB6BXJYC6TSUNB,AmazonRDS,APS5-InstanceUsage:db.m8g.12xl,CreateDBInstance:0014,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,M8G
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.6AUKT72J4BRCJ9RE,Hrs,2026-04-20T21:53:43Z,14.6400000000,USD,6AUKT72J4BRCJ9RE,AWSDatabaseMigrationSvc,APS5-Multi-AZUsg:dms.r7i.16xlarge,CreateDMSInstance,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.6BZA4UQSDZR6QA3G,Hrs,2026-04-20T21:53:43Z,0.96,USD,6BZA4UQSDZR6QA3G,AmazonRDS,APS5-Multi-AZUsage:db.r8i.xl,CreateDBInstance:0019,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,db.r8i.xlarge
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.6E6X7257A7FFZE8F,Hrs,2026-04-20T21:53:43Z,1.364,USD,6E6X7257A7FFZE8F,AmazonES,APS5-ESInstance:m8g.8xlarge,ESDomain,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,m8g.8xlarge.search
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.6EZYTBP4CEAY2CC2,Hrs,2026-04-20T21:53:43Z,10.944,USD,6EZYTBP4CEAY2CC2,AmazonRDS,APS5-InstanceUsage:db.r7i.24xl,CreateDBInstance:0005,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,db.r7i.24xlarge
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.6J9Q64MQYNUEQXB7,Hrs,2026-04-20T21:53:43Z,0.1745152,USD,6J9Q64MQYNUEQXB7,AmazonES,APS5-ESInstance:om2.xlarge,ESDomain,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,om2.xlarge.search
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.6K44BY2XPKT64BMT,Hrs,2026-04-20T21:53:43Z,1.3961216,USD,6K44BY2XPKT64BMT,AmazonES,APS5-ESInstance:om2.8xlarge,ESDomain,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,om2.8xlarge.search
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.6MP4RCS86BQJ8NM6,DCU-Hr,2026-04-20T21:53:43Z,0.1646484970,USD,6MP4RCS86BQJ8NM6,AWSDatabaseMigrationSvc,APS5-DMSServerlessRepCapacityUsg:2,CreateDMSInstance,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.6MXYZ5MZUHAT4NF5,Hrs,2026-04-20T21:53:43Z,0.3256000000,USD,6MXYZ5MZUHAT4NF5,AmazonRDS,APS5-InstanceUsageIOOptimized:db.r7g.large,CreateDBInstance:0021,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,R7G
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.6PJ8UDP8NUXMRGC5,Hrs,2026-04-20T21:53:43Z,0.0776,USD,6PJ8UDP8NUXMRGC5,AmazonES,APS5-ESInstance:m7g.large,ESDomain,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,m7g.large.search
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.6Q9KGA3M27JM4TVT,Hrs,2026-04-20T21:53:43Z,2.2944,USD,6Q9KGA3M27JM4TVT,AmazonES,APS5-ESInstance:c8g.16xlarge,ESDomain,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,c8g.16xlarge.search
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.6QKBUYRHM9PQQ7WV,Hrs,2026-04-20T21:53:43Z,1.5360000000,USD,6QKBUYRHM9PQQ7WV,AmazonRDS,APS5-Multi-AZUsage:db.m8g.2xl,CreateDBInstance:0018,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,M8G
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.6XYEMBQPXAPXQYAQ,Hrs,2026-04-20T21:53:43Z,0.4480000000,USD,6XYEMBQPXAPXQYAQ,AWSDatabaseMigrationSvc,APS5-Multi-AZUsg:dms.r7i.large,CreateDMSInstance,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.6Y6KZSTHTECPG4ZS,Hrs,2026-04-20T21:53:43Z,10.4448000000,USD,6Y6KZSTHTECPG4ZS,AmazonRDS,APS5-Multi-AZUsage:db.r7g.12xl,CreateDBInstance:0002,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,R7G
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.6YHKQJVP3FBYPR6X,Hrs,2026-04-20T21:53:43Z,0.8704000000,USD,6YHKQJVP3FBYPR6X,AmazonRDS,APS5-Multi-AZUsage:db.r7g.xl,CreateDBInstance:0014,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,R7G
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.724HW8T5BTQQK2FV,DCU-Hr,2026-04-20T21:53:43Z,0.6585939860,USD,724HW8T5BTQQK2FV,AWSDatabaseMigrationSvc,APS5-DMSServerlessRepMultiAZCapacityUsg:4,CreateDMSInstance,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.74C7EST28RWF2CD8,Hrs,2026-04-20T21:53:43Z,18.4320000000,USD,74C7EST28RWF2CD8,AmazonRDS,APS5-Multi-AZUsage:db.m8g.24xl,CreateDBInstance:0002,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,M8G
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.752EAZ8DZ7V9J7V6,Hrs,2026-04-20T21:53:43Z,40.808,USD,752EAZ8DZ7V9J7V6,AmazonRDS,APS5-Multi-AZUsage:db.m8i.48xl,CreateDBInstance:0005,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,db.m8i.48xlarge
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.75FHVWDZDD4MFYNX,Hrs,2026-04-20T21:53:43Z,6.1337600000,USD,75FHVWDZDD4MFYNX,AmazonRDS,APS5-Multi-AZUsage:db.m7g.8xl,CreateDBInstance:0002,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,M7G
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.75H2BFCGRDGJBVRU,Hrs,2026-04-20T21:53:43Z,0.4352000000,USD,75H2BFCGRDGJBVRU,AmazonRDS,APS5-Multi-AZUsage:db.r7g.large,CreateDBInstance:0018,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,R7G
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.75UUWXCXDUP8D46N,Hrs,2026-04-20T21:53:43Z,4.6080000000,USD,75UUWXCXDUP8D46N,AmazonRDS,APS5-InstanceUsage:db.m8g.12xl,CreateDBInstance:0002,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,M8G
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.77WCXTXKWEHGWB9U,Hrs,2026-04-20T21:53:43Z,1.5334400000,USD,77WCXTXKWEHGWB9U,AmazonRDS,APS5-Multi-AZUsage:db.m7g.2xl,CreateDBInstance:0014,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,M7G
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.7DBJRKH5BJRZAEGU,Hrs,2026-04-20T21:53:43Z,1.5360000000,USD,7DBJRKH5BJRZAEGU,AmazonRDS,APS5-Multi-AZUsage:db.m8g.2xl,CreateDBInstance:0002,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,M8G
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.7ENMCKZWDPKR8VGX,Hrs,2026-04-20T21:53:43Z,0.228,USD,7ENMCKZWDPKR8VGX,AmazonRDS,APS5-InstanceUsage:db.r7i.large,CreateDBInstance:0005,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,db.r7i.large
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.7NAH89PVC47J4EWH,Hrs,2026-04-20T21:53:43Z,10.2,USD,7NAH89PVC47J4EWH,AmazonRDS,APS5-Multi-AZUsage:db.m8i.12xl,CreateDBInstance:0005,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,db.m8i.12xlarge
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.7ND7KBSBYAZTDZBH,Hrs,2026-04-20T21:53:43Z,1.564,USD,7ND7KBSBYAZTDZBH,AmazonES,APS5-ESInstance:c7g.12xlarge,ESDomain,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,c7g.12xlarge.search
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.7NK5HKUJVQM6FBQT,Hrs,2026-04-20T21:53:43Z,2.5222400000,USD,7NK5HKUJVQM6FBQT,AmazonElastiCache,APS5-NodeUsage:cache.m7g.12xlarge,CreateCacheCluster:Valkey,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,cache.m7g.12xlarge
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.7QHXYXKB26WDEVFR,DCU-Hr,2026-04-20T21:53:43Z,0.6585939860,USD,7QHXYXKB26WDEVFR,AWSDatabaseMigrationSvc,APS5-DMSServerlessRepCapacityUsg:8,CreateDMSInstance,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.7SPB72BM2T3G62X7,Hrs,2026-04-20T21:53:43Z,1.704,USD,7SPB72BM2T3G62X7,AmazonRDS,APS5-InstanceUsage:db.m8i.4xl,CreateDBInstance:0019,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,db.m8i.4xlarge
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.7SPYQFPTXGRXFRDA,Hrs,2026-04-20T21:53:43Z,5.4912,USD,7SPYQFPTXGRXFRDA,AmazonRDS,APS5-InstanceUsageIOOptimized:db.r7i.8xl,CreateDBInstance:0016,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,db.r7i.8xlarge
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.7V4V5F5P2UZCFSDF,Hrs,2026-04-20T21:53:43Z,3.4816000000,USD,7V4V5F5P2UZCFSDF,AmazonRDS,APS5-InstanceUsage:db.r7g.8xl,CreateDBInstance:0014,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,R7G
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.7VVHUHU83ENXCFZY,Hrs,2026-04-20T21:53:43Z,0.1920000000,USD,7VVHUHU83ENXCFZY,AmazonRDS,APS5-InstanceUsage:db.m8g.large,CreateDBInstance:0018,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,M8G
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.7YDBMAAKBRTJNUX3,Hrs,2026-04-20T21:53:43Z,3.4816000000,USD,7YDBMAAKBRTJNUX3,AmazonRDS,APS5-Multi-AZUsage:db.r7g.4xl,CreateDBInstance:0002,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,R7G
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.84HSB8MDSW6FEBJV,Hrs,2026-04-20T21:53:43Z,0.912,USD,84HSB8MDSW6FEBJV,AmazonRDS,APS5-Multi-AZUsage:db.r7i.xl,CreateDBInstance:0005,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,db.r7i.xlarge
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.854ENPK4YJS8ZHV9,WriteCapacityUnit-Hrs,2026-04-20T21:53:43Z,0.0006512,USD,854ENPK4YJS8ZHV9,AmazonDynamoDB,APS5-WriteCapacityUnit-Hrs,CommittedThroughput,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.86FCFMSJU257R6ZU,Hrs,2026-04-20T21:53:43Z,6.9632000000,USD,86FCFMSJU257R6ZU,AmazonRDS,APS5-InstanceUsage:db.r7g.16xl,CreateDBInstance:0002,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,R7G
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.86VZNVT73PAR3Q4C,Hrs,2026-04-20T21:53:43Z,1.912,USD,86VZNVT73PAR3Q4C,AmazonRDS,APS5-InstanceUsage:db.r8i.4xl,CreateDBInstance:0019,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,db.r8i.4xlarge
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.8A3XWN8RCV478HRZ,Hrs,2026-04-20T21:53:43Z,4.0000000000,USD,8A3XWN8RCV478HRZ,AmazonRDS,APS5-InstanceUsage:db.r7g.8xl,CreateDBInstance:0016,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,R7G
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.8EPKSE59Z6N5TXR6,ACU-Hr,2026-04-20T21:53:43Z,0.1560000000,USD,8EPKSE59Z6N5TXR6,AmazonRDS,APS5-Aurora:ServerlessV2IOOptimizedUsage,CreateDBInstance:0016,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.8ERYN5GYEEB53JXD,Hrs,2026-04-20T21:53:43Z,1.912,USD,8ERYN5GYEEB53JXD,AmazonRDS,APS5-Multi-AZUsage:db.r8i.2xl,CreateDBInstance:0019,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,db.r8i.2xlarge
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.8F69G9JFFEMHRJ6B,Hrs,2026-04-20T21:53:43Z,3.4,USD,8F69G9JFFEMHRJ6B,AmazonRDS,APS5-Multi-AZUsage:db.m8i.4xl,CreateDBInstance:0005,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,db.m8i.4xlarge
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.8FYJNSHJQ3U7SSXY,Hrs,2026-04-20T21:53:43Z,0.0432,USD,8FYJNSHJQ3U7SSXY,AmazonES,APS5-ESInstance:m8g.medium,ESDomain,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,m8g.medium.search
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.8GTMGZ3FTEGKJNHE,Hrs,2026-04-20T21:53:43Z,0.1680000000,USD,8GTMGZ3FTEGKJNHE,AWSDatabaseMigrationSvc,APS5-InstanceUsg:dms.c7i.large,CreateDMSInstance,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.8KC84NYA8GA3ZUV5,ACU-Hr,2026-04-20T21:53:43Z,0.1560000000,USD,8KC84NYA8GA3ZUV5,AmazonRDS,APS5-Aurora:ServerlessV2IOOptimizedUsage,CreateDBInstance:0021,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.8MFXDDJQUPVK6SMB,Hrs,2026-04-20T21:53:43Z,0.912,USD,8MFXDDJQUPVK6SMB,AmazonRDS,APS5-Multi-AZUsage:db.r7i.xl,CreateDBInstance:0019,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,db.r7i.xlarge
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.8VDNXJR8XKT8E8Q7,ReadRequestUnits,2026-04-20T21:53:43Z,0.0000001460,USD,8VDNXJR8XKT8E8Q7,AmazonDynamoDB,APS5-IA-ReadRequestUnits,PayPerRequestThroughput,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.8W8D4S77EP7D4TTU,Hrs,2026-04-20T21:53:43Z,1.2392,USD,8W8D4S77EP7D4TTU,AmazonES,APS5-ESInstance:m7g.8xlarge,ESDomain,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,m7g.8xlarge.search
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.8Z6MREHMSZPUQ63P,Hrs,2026-04-20T21:53:43Z,30.8960000000,USD,8Z6MREHMSZPUQ63P,AWSDatabaseMigrationSvc,APS5-Multi-AZUsg:dms.c7i.48xlarge,CreateDMSInstance,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,
DZCHH8H3SPVYZ2Z4,DZCHH8H3SPVYZ2Z4.8Z6P3ZGHXUBUKKD4,Hrs,2026-04-20T21:53:43Z,0.144,USD,8Z6P3ZGHXUBUKKD4,AmazonES,APS5-ESInstance:c8g.xlarge,ESDomain,No Upfront,1,year,DatabaseSavingsPlans,DatabaseSP:1yrNoUpfront,,1 year No Upfront Database Savings Plan,,Any,AWS Region,hourly,DatabaseSavingsPlans,ap-south-2,c8g.xlarge.search
